antecedent,consequent,confidence,lift,support
['PostgreSQL'],['SQL'],0.43333333333333335,4.32853982300885,0.031672203765227024
['UML'],['BPMN'],0.8507462686567164,40.43283582089552,0.012624584717607974
['UML'],['SQL'],0.7910447761194029,7.901697265882974,0.011738648947951274
['CSS'],['HTML'],0.8372093023255814,19.09090909090909,0.015946843853820596
['CSS'],['JavaScript'],0.6046511627906976,11.374999999999998,0.011517165005537098
['CSS'],['PHP'],0.5348837209302325,11.391509433962263,0.010188261351052049
['1С: Предприятие'],['1С программирование'],0.5903614457831325,9.418664055515348,0.010852713178294573
"['Заключение договоров', 'Деловое общение']",['Телефонные переговоры'],0.7692307692307693,14.779050736497545,0.01107419712070875
"['1С: Управление Торговлей', '1С: Бухгалтерия']",['1С программирование'],0.7101449275362319,11.329697342141651,0.010852713178294573
"['Настройка ПК', 'Настройка сетевых подключений']",['Настройка ПО'],0.7536231884057971,34.72049689440994,0.011517165005537098
"['Телефонные переговоры', 'Деловая переписка']",['Заключение договоров'],0.5222222222222223,14.203815261044179,0.010409745293466223
"['Телефонные переговоры', 'Деловая переписка']",['Деловое общение'],0.6111111111111112,9.416951080773606,0.012181616832779624
"['Телефонные переговоры', 'Деловая переписка']",['Деловая коммуникация'],0.5333333333333333,5.706161137440758,0.0106312292358804
"['1С: Бухгалтерия', '1С программирование']",['1С: Предприятие 8'],0.5957446808510638,9.781044487427465,0.012403100775193798
"['1С: Бухгалтерия', '1С программирование']",['1С: Управление Торговлей'],0.5212765957446809,15.586515429054533,0.010852713178294573
['1С: Предприятие 8'],['1С программирование'],0.5018181818181818,8.006039190491489,0.030564784053156147
"['Телефонные переговоры', 'Деловая коммуникация']",['Деловая переписка'],0.6153846153846154,8.030235660293465,0.0106312292358804
"['1С: Бухгалтерия', '1С: Предприятие 8']",['1С программирование'],0.6511627906976745,10.388692579505301,0.012403100775193798
"['Деловая переписка', 'Работа с большим объемом информации']",['Деловая коммуникация'],0.5154639175257731,5.514975326134753,0.01107419712070875
"['Работа с большим объемом информации', 'Деловая коммуникация']",['Деловая переписка'],0.5208333333333334,6.796423410404625,0.01107419712070875
['SEO'],['SEO оптимизация'],0.5164835164835165,30.28471528471529,0.010409745293466223
"['Деловое общение', 'Деловая переписка']",['Деловая коммуникация'],0.544,5.820284360189574,0.015060908084163898
"['Деловое общение', 'Деловая переписка']",['Телефонные переговоры'],0.44,8.453617021276596,0.012181616832779624
['Маркетплейсы'],['E-Commerce'],0.5806451612903226,30.483870967741936,0.011960132890365448
"['Git', 'PostgreSQL']",['SQL'],0.43478260869565216,4.343016544824932,0.01107419712070875
['Заключение договоров'],['Деловая коммуникация'],0.4036144578313253,4.31829212584937,0.014839424141749723
['Заключение договоров'],['Деловая переписка'],0.42771084337349397,5.581255658472038,0.015725359911406424
['Заключение договоров'],['Телефонные переговоры'],0.5120481927710844,9.837862086644451,0.018826135105204873
"['Поиск и привлечение клиентов', 'Активные продажи']",['Телефонные переговоры'],0.6111111111111112,11.74113475177305,0.012181616832779624
"['Поиск и привлечение клиентов', 'Активные продажи']",['B2B Продажи'],0.5333333333333333,13.6045197740113,0.0106312292358804
['Постановка задач разработчикам'],['Разработка технических заданий'],0.46923076923076923,10.540183696900115,0.013510520487264673
['Постановка задач разработчикам'],['Аналитическое мышление'],0.4,3.8343949044585988,0.011517165005537098
"['1С: Управление Торговлей', '1С: Предприятие 8']",['1С программирование'],0.6447368421052632,10.286172586944394,0.010852713178294573
['1С: Управление Торговлей'],['1С программирование'],0.6158940397350994,9.826012683406269,0.020598006644518274
['1С: Управление Торговлей'],['1С: Бухгалтерия'],0.45695364238410596,12.20796269446295,0.015282392026578074
['1С: Управление Торговлей'],['1С: Предприятие 8'],0.5033112582781457,8.263455749548465,0.016832779623477297
['Настройка ПО'],['Настройка ПК'],0.7448979591836735,27.567330210772838,0.016168327796234772
['Настройка ПО'],['Настройка сетевых подключений'],0.6122448979591837,20.32563025210084,0.013289036544850499
['1С: Документооборот'],['1С программирование'],0.46956521739130436,7.491473344599785,0.011960132890365448
['1С: Документооборот'],['1С: Предприятие 8'],0.40869565217391307,6.7100395256917,0.010409745293466223
"['PHP', 'Git']",['MySQL'],0.5833333333333334,18.289930555555557,0.010852713178294573
"['PHP', 'Git']",['JavaScript'],0.6071428571428571,11.421874999999998,0.011295681063122924
"['Холодные продажи', 'Телефонные переговоры']",['Активные продажи'],0.8846153846153846,17.910486374611935,0.010188261351052049
"['B2B Продажи', 'Активные продажи']",['Телефонные переговоры'],0.5714285714285714,10.978723404255318,0.011517165005537098
"['B2B Продажи', 'Активные продажи']",['Поиск и привлечение клиентов'],0.5274725274725275,17.906304222093695,0.0106312292358804
"['Холодные продажи', 'Активные продажи']",['Телефонные переговоры'],0.7540983606557377,14.488315312173,0.010188261351052049
['Телефонные переговоры'],['Активные продажи'],0.451063829787234,9.13252552237382,0.023477297895902548
['Телефонные переговоры'],['Деловое общение'],0.46382978723404256,7.14741122649045,0.024141749723145072
['PHP'],['MySQL'],0.4669811320754717,14.641804245283021,0.021926910299003323
['PHP'],['JavaScript'],0.4386792452830189,8.252653301886793,0.020598006644518274
['1С: Бухгалтерия'],['1С программирование'],0.5562130177514792,8.87385786271353,0.020819490586932447
['1С: Бухгалтерия'],['1С: Предприятие 8'],0.5088757396449705,8.354814416352879,0.01904761904761905
['1С: Бухгалтерия'],['1С: Управление Торговлей'],0.40828402366863903,12.20796269446295,0.015282392026578074
['E-Commerce'],['Маркетплейсы'],0.627906976744186,30.483870967741932,0.011960132890365448
['API'],['SQL'],0.4473684210526316,4.468735444806707,0.011295681063122924
['React'],['JavaScript'],0.6071428571428571,11.421874999999998,0.011295681063122924
['Настройка сетевых подключений'],['Настройка ПО'],0.4411764705882353,20.32563025210084,0.013289036544850499
['Настройка сетевых подключений'],['Администрирование сетевого оборудования'],0.5073529411764706,18.47337523719165,0.015282392026578074
['Настройка сетевых подключений'],['Настройка ПК'],0.5073529411764706,18.776217454194793,0.015282392026578074
['Laravel'],['PHP'],0.9285714285714286,19.775943396226417,0.011517165005537098
['ERP-системы на базе 1С'],['1С программирование'],0.5245901639344263,8.369344841568674,0.014174972314507199
['ERP-системы на базе 1С'],['1С: Предприятие 8'],0.4098360655737705,6.72876304023845,0.01107419712070875
['REST API'],['Git'],0.4025974025974026,5.5587989991659725,0.013732004429678849
['REST API'],['PostgreSQL'],0.461038961038961,6.307851239669421,0.015725359911406424
['REST API'],['SQL'],0.43506493506493504,4.345836685438455,0.014839424141749723
['Настройка ПК'],['Настройка ПО'],0.5983606557377049,27.567330210772834,0.016168327796234772
['Настройка ПК'],['Администрирование сетевого оборудования'],0.4098360655737705,14.922659968270755,0.01107419712070875
['Настройка ПК'],['Настройка сетевых подключений'],0.5655737704918032,18.776217454194793,0.015282392026578074
"['Активные продажи', 'Деловое общение']",['Телефонные переговоры'],0.864406779661017,16.60764514965741,0.011295681063122924
['1С'],['1С программирование'],0.455026455026455,7.259521005104044,0.01904761904761905
['Docker'],['Git'],0.4336734693877551,5.987876802096985,0.018826135105204873
['Docker'],['Linux'],0.4030612244897959,6.522657450076805,0.01749723145071982
['Docker'],['Python'],0.44387755102040816,5.151946382666177,0.019269102990033222
['Docker'],['PostgreSQL'],0.46938775510204084,6.422077922077921,0.020376522702104098
['Поиск и привлечение клиентов'],['Активные продажи'],0.6766917293233082,13.700731649752182,0.019933554817275746
['Поиск и привлечение клиентов'],['B2B Продажи'],0.44360902255639095,11.315789473684209,0.013067552602436323
['Поиск и привлечение клиентов'],['Заключение договоров'],0.41353383458646614,11.247622067216234,0.012181616832779624
['Поиск и привлечение клиентов'],['Развитие продаж'],0.42105263157894735,12.108615487763995,0.012403100775193798
['Поиск и привлечение клиентов'],['Телефонные переговоры'],0.5338345864661654,10.256438969764837,0.015725359911406424
['Анализ данных'],['Аналитическое мышление'],0.5116279069767442,4.904458598726115,0.014617940199335547
['Руководство коллективом'],['Организаторские навыки'],0.4782608695652174,5.71256038647343,0.017054263565891473
['Холодные продажи'],['Активные продажи'],0.7721518987341772,15.633479025940852,0.013510520487264673
['Холодные продажи'],['Телефонные переговоры'],0.6582278481012658,12.646377592243468,0.011517165005537098
['1С программирование'],['1С: Предприятие 8'],0.4876325088339223,8.006039190491487,0.030564784053156147
"['1С: Предприятие 8', '1С программирование']",['1С: Бухгалтерия'],0.4057971014492754,10.841265757653717,0.012403100775193798
['Грамотная речь'],['Работа в команде'],0.4444444444444444,10.238095238095237,0.013289036544850499
"['Git', 'SQL']",['PostgreSQL'],0.4716981132075472,6.453687821612349,0.01107419712070875
"['Деловая переписка', 'Деловая коммуникация']",['Деловое общение'],0.5,7.7047781569965865,0.015060908084163898
"['Заключение договоров', 'Деловая переписка']",['Телефонные переговоры'],0.6619718309859155,12.718309859154928,0.010409745293466223
"['HTML', 'PHP']",['JavaScript'],0.5802469135802469,10.915895061728396,0.010409745293466223
"['MySQL', 'PHP']",['Git'],0.494949494949495,6.833935687146697,0.010852713178294573
"['MySQL', 'PHP']",['JavaScript'],0.5151515151515151,9.691287878787879,0.011295681063122924
